Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
454386,2020-12-09 01:57:02,6538441737335434,fraud_Skiles-Ankunding,grocery_net,36.33,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,670349d241c4fe0e6aa94e73dfcc34ca,1386554222,40.410739,-80.73648100000001,0
441099,2020-12-06 22:34:27,4260128500325,"fraud_Gottlieb, Considine and Schultz",shopping_net,20.12,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,0f92b8e737ea2ec270953a789b482e3b,1386369267,36.929332,-82.485168,0
449505,2020-12-08 07:20:22,4503101193493052864,fraud_Strosin-Cruickshank,grocery_pos,230.19,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,9920a87ca062fbfdebe2a8b8518366ab,1386487222,27.64319,-81.62151,0
219815,2020-09-07 14:03:17,3560697798177746,"fraud_Wuckert, Wintheiser and Friesen",home,75.27,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,bf75711726a8b3906689ab5086e227b7,1378562597,34.687017,-116.668321,0
304070,2020-10-13 20:20:25,3527536963490470,"fraud_Zboncak, Rowe and Murazik",shopping_net,1.01,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,0c1bf1caff835f79f136edb01638eb29,1381695625,33.481609000000006,-82.167484,0
236374,2020-09-14 15:42:03,6011109736646996,fraud_Berge-Ullrich,home,161.15,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,df3995d7e6b68fbd43da67b4c9bd798b,1379173323,35.067168,-77.925441,0
279868,2020-10-04 01:47:47,4933461930348832,fraud_Bartoletti-Wunsch,gas_transport,89.54,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,b36496ef675e6b63f036747b02336942,1380851267,44.163725,-93.079021,0
407394,2020-11-29 04:51:05,2256234701263057,fraud_Bogisich Inc,grocery_pos,84.86,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,7d2947210a48d728d14a4bc1f7758e3a,1385700665,43.357572,-71.739343,0
500350,2020-12-20 02:53:29,345933964507467,"fraud_Reilly, Heaney and Cole",gas_transport,48.83,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,aaa500c0b032e80cc6ed6cf206855501,1387508009,38.362444,-75.552591,0
74038,2020-07-17 01:22:25,4671727014157745,fraud_Lesch Ltd,shopping_pos,7.77,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,73f45351caa6154e476b23510c2000fc,1374024145,41.251208,-85.573839,0
447817,2020-12-07 23:26:38,180069253480336,fraud_Weimann-Lockman,kids_pets,59.24,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1969-11-01,cd14bcc8dcc9e7c4891c85da31d45782,1386458798,41.925866,-78.704049,0
